country_code,Access to electricity (% of population),Bribery incidence (% of firms experiencing at least one bribe payment request),CO2 emissions (metric tons per capita),Current health expenditure (% of GDP),Domestic general government health expenditure (% of GDP),Domestic private health expenditure (% of current health expenditure),Ease of doing business score (0 = lowest performance to 100 = best performance),"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP per capita (current US$),GDP per capita growth (annual %),Gini index,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Rural population (% of total population),Strength of legal rights index (0=weak to 12=strong),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
BGR,100.0,10.0,5.6812493899474035,7.19855086,4.221164063333333,41.35058466666667,71.91844666666667,,53.604000091552734,9735.079279373846,4.324576301343282,40.63333333333333,5091.98911511688,72.80333333333334,,,,3.03,2.5828398183965398,117.11744303333334,6.733333333333333,85.5238571166992,25.138888888888868,24.766000000000002,8.0,9.7,4.556666692097983
BHR,100.0,,20.054470425924567,4.05557744,2.39594571,40.91950226,74.06427000000001,64.9282302856445,71.33366902669273,23730.3538609461,-2.4627501108327734,,8984.087415336764,74.93666666666667,,,,2.93,4.0614678878865655,121.64225976666667,7.033333333333334,99.45216623942031,15.0,10.641666666666666,2.3333333333333335,8.799999999999999,1.19766664505005
BHS,100.0,,7.2813579394012224,5.809849736666667,2.9790736800000004,48.192432403333335,59.71051333333333,,65.37399800618486,33607.3534829268,0.8607404987412507,,20362.825529051,81.42,,,,2.53,,106.4316716,19.266666666666666,,12.820512820512798,16.903666666666666,6.0,3.5,10.0406665802002
BIH,100.0,16.0,6.521672911627184,8.996552786666665,6.2166225100000005,29.725927353333333,65.4192,63.5065383911133,34.894334157307966,6103.29256101527,3.8974331526780435,,4162.269634443346,57.36666666666667,,,,2.81,0.830893652534562,110.55467233333331,5.933333333333334,85.4233627319336,21.4285714285714,51.501000000000005,7.0,10.866666666666667,16.5933329264323
BLR,100.0,4.9,6.163327615321831,5.7498912833333335,4.050180593333334,29.39648755,74.31177333333333,94.7378082275391,61.60000101725263,6678.49937504662,2.1932093007582365,25.266666666666666,3579.933436985783,78.10666666666667,99.8765106201172,99.8709564208984,99.8740005493164,2.57,1.2115328183790568,122.98060173333334,3.1999999999999997,107.380465189616,38.181818181818166,21.105666666666668,3.0,21.733333333333334,4.359999974568687
BLZ,92.38666788736975,,1.64123458269742,5.917670406666667,4.110012606666666,27.72804769,55.41263,,59.71299997965497,4964.6221508189,0.07595806400844167,,3156.420901132117,67.62666666666667,,,,,1.3193359207701365,64.96950678999998,12.5,103.389447530111,9.375,54.18133333333333,4.0,6.8999999999999995,6.6886666615804
BMU,100.0,,,,,,,,,115119.02304163533,0.04386890730282733,,48577.62109217226,,,,,,,107.1897098,,,,0.0,,,
BOL,94.32000223795573,,1.9756419796945668,6.829616706666666,4.8998632466666665,26.949354173333333,51.62439333333334,60.1514701843262,68.41100311279297,3550.9090226306835,1.4483985056565833,41.93333333333334,2279.71312977543,74.15333333333332,,,,2.36,1.4879571439787567,101.2897016,26.666666666666668,92.68269348144533,53.0769230769231,30.343,0.0,6.233333333333333,3.7199999491373696
BRA,99.76666768391927,,2.062492118272853,9.549098013333333,3.9014520633333336,59.01647567999999,58.92021,47.4328689575195,54.95233281453451,8967.833801123646,0.638255801928229,53.63333333333333,5591.6992990982135,70.72333333333334,93.4250717163086,93.0090408325195,93.2275009155273,2.99,1.43672679482226,97.13489713333333,15.0,,15.009746588694,13.261000000000001,2.0,6.933333333333334,12.063333511352567
BRB,100.0,,4.345382636789593,6.387466429999999,2.8624872333333333,54.19680531999999,57.82893333333333,,57.46766662597657,18247.6626389926,-0.8844888996549306,,,77.73,,,,,,114.78897693333333,12.733333333333334,89.64473978678387,20.0,68.84566666666666,6.0,0.6,8.379999796549479
BRN,100.0,,16.613904501696336,2.244506996666667,2.1236259900000003,5.406189603333334,69.92085333333334,,59.868999481201136,31266.800035927037,1.555639696969801,,6502.45092701411,69.07000000000001,96.3012619018555,98.0536193847656,97.214111328125,2.71,2.931298924137883,132.41855413333334,11.333333333333334,102.72491200764932,9.09090909090909,22.162333333333333,12.0,2.8333333333333335,7.513333320617679
BTN,99.991455078125,,1.3812654350505902,3.486001333333333,2.62923312,17.777798336666667,65.97152666666666,,60.971332550048864,3296.40136505358,3.64932077269208,,1803.38438665655,69.93,,,,2.17,,94.79632363666667,28.933333333333337,80.71667480468746,14.893617021276603,58.627,4.0,4.6,2.482666730880737
BWA,69.38291422526044,,3.1790803511550503,6.021801153333333,4.729232313333333,15.280677796666666,66.18869333333333,,46.7033322652181,7332.912513757207,1.321568721843703,,3013.7420743159732,73.05666666666667,,,,,2.766870309663737,158.4293171,46.26666666666667,,10.354090354090374,30.069999999999997,5.0,16.533333333333335,22.43033345540367
CAF,14.480792045593299,,0.05014803078395693,8.833775836666666,0.7758549233333333,54.990627286666665,35.32180666666667,,67.67933400472003,470.7296144831477,1.6667589170520734,,505.1003543777847,72.58666666666666,25.7563800811768,49.514591217041,37.3958206176758,2.15,1.7546996657581566,31.55097415333334,108.09999999999998,,8.57142857142857,58.36533333333333,6.0,12.466666666666669,5.61700010299683
CAN,100.0,,15.503934899222267,10.831776616666666,7.600457193333333,29.83184878,79.65355333333332,,61.859667460123696,46401.994030843,0.7297999972722521,,26386.654291675135,78.85000000000001,,,,3.73,1.2941879779138767,91.10171807666667,5.1,,28.311424488301498,18.541666666666668,9.0,11.866666666666667,5.71666653951009
CEB,100.0,,6.3665671390695096,6.668432286009783,4.936407827229499,25.945669139025966,76.27490181818183,,54.63822135549733,16246.801103733567,4.37510463408174,,8363.26674660447,71.67855735016524,,,,3.21545454545455,1.71831495583897,121.48081594472633,4.9059996470066,93.32383473714192,23.3688107357705,37.596686841354135,7.0,12.797633452669436,3.9596367142730404
CHE,100.0,,4.3733579712571595,11.32097753,3.601395846666667,68.18675995,76.61786666666667,86.32394154866533,65.2416661580404,85685.8146256334,1.048262647726208,33.1,44782.0703939172,84.19666666666666,,,,3.9,0.6770209990056714,126.65859026666668,4.033333333333333,96.31118265787764,38.5,26.168333333333333,6.0,14.5,4.496666590372723
CHI,100.0,,,,,,,,56.082000732421896,,,,,72.64666666666666,,,,,,,,,,69.07466666666666,,,6.466666698455807
CHL,100.0,,4.7555249830672865,9.274650576666668,4.7194771766666666,49.11462656333333,72.49357,,55.32933298746747,15057.086348678202,0.5748353385185387,,8853.033818966986,68.92,,,,3.32,1.8448007668249364,132.9354803,7.066666666666666,97.57871246337892,22.580645161290295,12.383333333333333,4.0,8.933333333333334,7.269999980926517
CHN,100.0,,7.56640193835203,5.289486883333334,2.9685384433333333,43.87450408666666,75.95738,,66.15333302815753,10064.339465003843,5.80077809392527,38.300000000000004,4005.3928123031733,75.92666666666666,95.1593322753906,98.4665374755859,96.8408889770508,3.61,1.731729802742673,119.7034648,8.1,,24.9272272667456,40.077333333333335,3.0,8.1,4.440000057220456
CIV,68.02216847737627,,0.4162444900095097,3.2387233566666667,0.9416968033333334,56.67419561,59.90669666666667,,54.11000061035157,2288.9052487241365,3.770662140467433,37.2,,54.57,86.7412490844727,93.1413497924805,89.8934173583984,3.08,1.2894656355282332,141.84644513333333,81.26666666666667,77.36809031168623,10.849673202614333,48.91433333333333,6.0,8.933333333333332,3.3096667130788133
CMR,63.0599199930827,,0.36971999974243164,3.551965636666667,0.15055814666666667,83.3676885,46.06813333333333,,73.24599965413414,1550.47730353708,0.9819104093774501,,1061.6062625268569,76.92999999999999,71.5862731933594,82.6280364990234,77.0710372924805,2.6,1.0950378855984433,79.53256473,75.56666666666666,65.1555862426758,31.1111111111111,43.23,6.0,8.966666666666667,3.63100004196167
COD,18.922763824462866,,0.03702798131800487,3.4583381,0.5388988866666666,46.805183410000005,35.88419666666667,,63.026332855224574,586.3168943686896,1.5604705993006966,,361.03222798492635,64.10666666666667,,,,2.43,0.6800101801008757,42.976285813333334,84.73333333333333,,9.64769647696477,55.14933333333334,6.0,6.7,4.45100021362305
COG,48.077208201090535,,1.3120504031364935,2.034371136666667,0.7501548533333334,55.771018983333335,39.09800666666666,,53.8673324584961,2448.691469331923,-4.1538208780389025,,787.6273971080454,70.38,74.6187591552734,86.0765075683594,80.2987594604492,2.49,2.66823682557169,93.05072548999999,50.86666666666667,,11.2582781456954,32.77933333333334,6.0,6.5,20.619333267211932
COL,99.33728027343754,,1.6007564511086034,7.6814285899999994,5.514891146666667,28.205533346666666,69.78754333333335,50.6569786071777,61.22599919637043,6522.271632357173,1.5351409246837002,51.0,4407.988957317177,73.10666666666667,95.41899363199873,94.9612045288086,95.19701385498047,2.94,3.1145244796258402,131.08449936666668,13.766666666666666,106.76694997151667,18.518518518518533,19.00466666666667,11.0,3.9333333333333336,9.676666577657064
COM,83.48482004801433,,0.3708633892633937,5.0810155833333335,0.8090580133333334,67.9887441,47.586593333333326,,40.61033503214517,1412.3856125508867,0.14245984136640266,,1204.88147699772,46.53,52.9563903808594,64.6442031860352,58.8170204162598,2.56,,65.04852849999999,64.23333333333333,,6.06060606060606,70.90233333333333,6.0,5.400000000000001,8.081000010172525
CPV,91.07058461507161,,1.1619071912126102,5.046271483333333,3.233871143333334,28.15090434,54.69560333333334,,49.72166697184247,3608.0037157374604,4.0968205939943205,,2200.1160136887697,63.836666666666666,,,,,0.5061448646185454,109.62586529999999,15.200000000000001,95.7568511962891,23.6111111111111,33.95933333333334,1.0,13.066666666666668,12.202666600545234
CRI,99.70666503906254,,1.6463765326733366,7.2811958,5.27802801,27.50866063333333,69.10282333333333,39.6567306518555,54.9106674194336,12669.899970301432,1.4941625400123701,48.13333333333333,8226.162453934185,70.30333333333333,97.924430847168,97.8023529052734,97.8637924194336,2.79,0.0,169.5726025,8.266666666666667,101.35682423909502,45.61403508771931,20.169333333333334,10.0,7.8,10.869999885559105
CSS,98.0433127303693,,5.1282546121582735,6.258421162135233,3.4104109488519367,44.77311891533333,58.13687282051283,,57.0216502519786,10354.544384215298,0.6256271938157357,,,69.05967740121751,,,,2.4575,,113.46654966584366,17.2341116437433,,22.37136465324387,48.686897058562806,5.30769230769231,9.79284715709391,8.248216711734289
CUB,99.70707194010417,,2.30935212879911,11.2892882,10.065451943333334,10.726475076666667,,,55.20133336385089,9025.317122476274,0.670311792412022,,4611.038726515034,64.28000000000002,,,,2.2,2.87620737245072,51.34158616333334,5.233333333333333,85.73190307617189,53.2231404958678,22.915000000000003,,14.433333333333332,1.7233333587646467
CUW,100.0,,,,,,,,,19001.48412491017,-2.02308284154677,,,,,,,,,113.33129383333333,,,,10.886333333333333,,,
CYM,100.0,,,,,,,,,89735.54168053549,2.749221619649223,,,,,,,,,152.429636,,89.5522384643555,,0.0,,,
CYP,100.0,0.2,6.01725505968133,6.929416656666667,3.5800386266666666,47.84632873666666,73.15981666666666,72.9813537597656,58.06499862670896,29248.754557291668,4.046819524310959,31.700000000000003,17982.43359375,74.57666666666667,,,,3.15,1.6664731066730167,139.0113535,2.7999999999999994,102.32256825764932,17.8571428571429,33.19333333333333,7.0,3.8000000000000003,7.50333340962728
CZE,100.0,3.5,9.179213504953795,7.731404146666667,6.331205683333333,18.099796296666668,76.33436,90.6672668457031,59.17833328247067,23580.0110757712,2.7010743276092537,25.2,9465.685264741302,76.83666666666666,,,,3.68,1.1368687271421603,121.41531953333333,3.033333333333333,100.4717890421552,22.333333333333332,26.122,7.0,12.666666666666666,2.0866666634877533
DEU,100.0,,8.119812707360296,11.614962576666665,9.0217797,22.326811473333333,79.58933999999999,83.4613037109375,59.720334370931035,47187.802068876765,0.812806535211067,31.7,22807.864416901564,78.88333333333333,,,,4.2,1.2367035084678333,128.67942576666667,3.733333333333333,99.62630716959627,30.841560883874,22.64533333333333,6.0,12.5,3.2200001080830867
DJI,60.996014912923194,,0.42665001574677497,1.9530260566666666,1.01599018,27.325266520000003,59.79163,,23.659999847412134,3127.923702673097,3.6906933793571732,,1985.31430024577,63.71666666666667,,,,2.63,,42.07235453666667,58.43333333333334,65.8457310994466,26.1538461538462,22.131,7.0,9.633333333333333,26.300999959309866
DMA,100.0,,2.369429457325133,5.798225086666666,3.7793928799999996,33.81002235333333,60.547169999999994,,,8259.312347053987,4.592590071575587,,,,,,,,,108.28889683333334,34.800000000000004,,25.0,29.314999999999998,6.0,,
DNK,100.0,,5.31144019033383,9.99412568,8.343908313333333,16.513381320000004,85.24913333333335,79.2777328491211,59.042331695556605,60381.13302093293,1.6614377824531665,27.866666666666664,26838.83960090923,78.74000000000001,,,,3.99,1.2934373552963032,125.48157053333334,3.766666666666667,101.610262552897,38.547486033519526,12.046,8.0,10.933333333333332,5.05666669209798
DOM,98.96666717529297,,2.48429741390411,5.8637243933333325,2.62134075,54.425538380000006,59.76602333333333,,60.7069994608561,8204.95944575086,4.583781945542547,42.5,5683.990749276,70.64666666666666,,,,2.66,0.6910524394557654,83.58322234,34.53333333333333,93.2452341715495,26.8421052631579,18.423333333333332,1.0,5.000000000000001,6.193333466847733
DZA,99.5659459431966,,3.958470000926983,6.216589293333333,4.058183670000001,34.67892583333333,48.56439666666666,,37.423665364583336,4040.451703777963,-0.926119187158719,,1744.22673171346,46.38333333333333,75.3229675292969,87.4229583740234,81.4078369140625,2.45,5.836638781120744,107.56199336666667,23.46666666666667,102.62440745035799,25.757575757575797,26.997666666666664,2.0,2.5,10.481999715169232
EAP,97.78286570902503,,5.89585514577269,5.019079888304606,2.7799451900852232,44.4663964584806,59.7892676190476,,66.0953925567842,8103.47950803553,5.3909825673585905,,3406.251136087427,74.5192981015293,94.35558064778651,97.57403818766277,95.97756449381511,2.81538461538462,1.62636000822025,124.17623643751567,15.226384647294799,98.17625172932942,20.760594234570565,43.72453278383884,7.0,6.87046127659053,3.860902232766217
EAR,91.87095939144366,,2.2699427198413002,4.768792874578993,2.4365858411299333,47.678569052295494,57.72346497267756,,51.46059856474193,3529.1403492412264,1.53370890741928,,2188.88471069239,58.32920324529994,74.02128092447917,85.19789377848308,79.67870330810547,2.63297872340425,2.3540467992827634,97.16522335895654,34.51125725576046,92.01186370849605,22.895565760751037,54.596077660782804,5.13661202185792,8.474812176888406,5.565647499438974
EAS,97.99627605922596,,6.46712212374722,6.616856429569843,4.382470449890877,33.6879476843591,65.7810694252874,,65.48322182661023,11437.395981244234,3.6483549116547134,,5143.59597485394,74.6267522293814,94.1092046101888,97.31819407145183,95.7244466145833,3.14761904761905,1.5894800672001335,125.97886199690167,14.5,98.28697204589848,20.414445670384833,40.38484320470507,7.24137931034483,7.921632084653477,3.79180162934392
ECA,99.98332422754477,,7.366708780255846,5.30787279118928,3.2372668653207235,38.84155088188323,73.07452035087721,,54.419834475236996,8093.920259083133,2.035630908648127,,4663.682825478327,67.54174243404753,98.54838562011717,99.5761184692383,99.03157043457031,2.68333333333333,3.135912656709374,130.16432371897233,11.52837123046323,99.12501017252605,22.0645521585411,32.243142168563764,7.982456140350877,15.537943174649735,7.203268884350414
ECS,99.99277947791423,,6.631799512719643,9.337728290627199,6.819650028262338,26.959993618882265,75.15187326666667,,54.5198132284252,25042.295534036166,1.6071057561738933,,13424.864715907368,71.26688272140437,97.92209116617839,98.85080210367836,98.36381785074873,3.24042553191489,1.6820873902646933,125.14605025714134,8.033333333333333,98.20007832845049,28.955242107834167,27.655103779985335,6.3933333333333335,13.027451604474066,6.745739984225074
ECU,98.95999654134114,,2.2908190240069968,7.83380111,4.862906140000001,37.81992213,57.6865,,63.875,6246.994656061626,-1.2633094486686292,45.6,3655.3132048070497,70.98333333333333,,,,2.88,2.27316369682682,91.60635010333333,13.566666666666668,102.47622426350934,37.956204379562,36.06900000000001,1.0,7.766666666666666,3.71666661898295
EGY,100.0,,2.4956420909351267,4.809174700000001,1.35183422,70.97256978333333,59.54042333333334,,38.9650001525879,2858.4365839933466,3.3928381659763764,,3016.4450395161402,47.88333333333333,,,,2.82,1.2039699300385167,95.07666725333333,20.366666666666667,103.30126953125034,14.9328859060403,57.27866666666667,5.0,3.0,8.5
EMU,100.0,,6.222026315783329,10.197536854939566,7.578472915704206,25.677902067196,76.0127159649123,,52.86621546377091,39483.577377309564,1.5275303925598067,,19717.214040735937,73.61720651972763,,,,3.53105263157895,1.36054815100347,122.02004215099934,3.746003776052753,96.16670481363936,32.904132213146795,22.848184190900366,4.84210526315789,11.236054590082333,7.74663468068815
ERI,50.52578989664716,,0.24981630958960266,4.348581633333334,0.7380747200000001,45.09563700333334,21.567773333333335,,75.12866465250653,,,,,81.32,68.9461898803711,84.3732376098633,76.5705184936523,2.09,,37.48802228,41.03333333333333,60.2705116271973,22.0,,0.0,11.033333333333333,5.978333314259847
ESP,100.0,,5.22509110384241,9.084874789999999,6.405343053333333,29.495616913333333,77.85723666666667,50.4169883728027,49.53099950154623,29824.520325859867,1.5173413157179334,34.43333333333333,16104.097671358,74.13333333333334,97.9737777709961,98.9253921508789,98.4365005493164,3.83,1.2402711166428702,117.62460493333333,3.2999999999999994,97.80299377441406,42.38095238095237,19.516333333333332,5.0,7.733333333333333,14.483333587646465
EST,100.0,0.0,8.97775315856326,6.7157754899999995,4.979756036666667,25.82942326666667,80.67569666666667,87.6303024291992,60.670000712076806,23286.440109918767,3.7331056043091166,30.633333333333336,10182.829727296737,78.97333333333334,,,,3.31,2.0189011685222433,146.59757743333333,2.333333333333333,97.18607330322261,28.712871287128696,31.006,7.0,15.033333333333333,4.75666650136312
ETH,47.02259445190433,,0.16182234380339236,3.261452996666667,0.7470626233333334,42.32757441333333,47.66945333333333,,78.83200073242186,827.682212241079,5.08755987452614,,622.7067602438053,81.39666666666668,,,,,0.6048317228285304,37.40227963,51.6,67.7402114868164,38.7568555758684,78.929,3.0,5.400000000000001,2.3233333428700766
EUU,100.0,,6.1971312349861,9.899493102354468,7.41714804726407,25.067797753937032,76.152777654321,,53.3862126206728,35310.64414103117,1.8091997692829935,,17595.3100476211,73.38163072053571,,,,3.51925925925926,1.3820083251538768,121.83560727951932,3.972739726838333,96.55720774332683,31.3837515382622,25.336204926685834,5.62962962962963,11.481025517905167,6.88348037151074
FCS,55.582334845065,,0.778516512320583,4.5258922536974335,1.3993966143823868,56.258531038550764,46.6465084210526,,56.451752201715834,1879.4113670866934,0.206645220670424,,1293.3331220365367,62.999558634892736,56.32767613728844,71.12896219889326,63.66491063435873,2.33928571428571,1.73976439560099,74.60785876791383,78.46797624857567,70.77448272705077,19.071480165910867,56.858498849594206,4.815789473684206,6.046586352132299,6.533344904069023
FIN,100.0,,7.60944977074706,9.114350636666666,7.2582008066666654,20.364081703333333,80.13277666666666,77.4507217407227,55.31833267211913,49082.064790131495,1.0754793784662366,27.566666666666666,24414.72665652317,78.03,,,,3.97,1.3525448930989032,129.3191002,2.333333333333333,100.77532450358099,45.333333333333336,14.575333333333333,6.0,15.6,6.9133334159851065
FJI,99.60142262776696,,1.8360207819155232,3.684198776666667,2.4367839533333333,28.26246897333333,61.44657333333333,,54.8456662495931,6223.065009442817,0.2554250400967601,30.7,,60.31666666666666,,,,2.35,1.465267722722863,115.45303093333332,26.666666666666668,108.869766235352,19.6078431372549,43.41733333333334,5.0,9.033333333333333,4.409666697184243
FRA,100.0,,4.50447144696813,11.100258193333334,8.383017543333333,24.48067347,76.79629,72.1873474121094,50.615667978922495,40916.6948221796,1.6088652371985666,32.4,20701.943355981497,71.88333333333333,,,,3.84,1.8453452634028034,109.85912706666666,4.3,,39.65313884074717,19.379333333333335,4.0,13.933333333333332,8.613333384195963
FRO,100.0,,,,,,,,,66626.65713547259,,,,,,,,,,114.30348993333332,,,,57.82866666666666,,,
FSM,80.7521260579427,,1.5574573280895967,11.529262226666665,3.183550673333333,2.84026766,48.10156,,,3605.5963995968596,-0.18988351601063433,,,,,,,,,20.20823266,25.666666666666668,89.18477884928392,0.0,77.22433333333333,10.0,28.2,
GAB,90.4447021484375,,2.4162961690617837,2.760575696666667,1.64926155,39.47355905999999,44.84932666666666,,38.5589993794759,7831.00012527424,0.3296110639124666,,2600.74420043073,54.653333333333336,83.4239730834961,85.8523483276367,84.6671600341797,2.16,1.5701754005168933,137.92954956666665,43.36666666666667,78.4291534423828,17.910447761194,10.382666666666667,6.0,8.466666666666667,20.7443339029948
GBR,100.0,,5.289592384316264,10.070631666666666,8.000093143333332,20.54608535666667,83.55019666666666,,60.75633239746093,43262.6495634423,1.0789490147221867,,31071.035354781136,77.91666666666667,,,,3.99,1.991588284641767,117.98946726666668,4.3,101.26227823893201,32.051282051282065,16.432666666666666,7.0,7.966666666666666,3.826666673024493
GEO,99.96666717529297,1.3,2.667769328967603,6.8093942,2.74718857,59.10517502,83.65568666666667,92.1729507446289,55.7093327840169,4704.781198084546,5.069697521089984,36.06666666666666,3451.3033480823738,69.7,99.4517974853516,99.6811218261719,99.5584411621094,2.44,1.7989872580585666,135.23381006666665,9.566666666666666,93.72132619222005,15.1767337807606,41.09666666666667,9.0,9.266666666666667,11.936666488647433
GHA,82.46666717529297,,0.648395126792188,3.4419453166666667,1.3759395300000001,48.830379486666665,60.118253333333335,,66.11333211263019,2251.3705745406696,4.118325612263224,,1385.1901480641966,69.23,74.4743881225586,83.5245819091797,79.0396423339844,2.57,0.4345108274053617,135.38531166666667,46.96666666666667,93.8091125488281,12.969696969696967,43.50866666666667,6.0,6.599999999999999,4.302666664123534
GIB,100.0,,,,,,,,,,,,,,,,,,,120.76625410000001,,100.218338012695,,0.0,,,
GIN,43.133333841959676,,0.306882758767788,3.868977146666667,0.7985560733333333,68.68374125333334,49.37353333333334,7.38849020004272,60.380001068115234,1020.0958208847502,2.905799034495917,29.6,678.5590001398369,63.01,27.6925601959229,54.4311714172363,39.6176795959473,2.2,1.50902852265343,99.45365930666667,98.8,,22.514619883040904,63.620000000000005,6.0,6.966666666666666,5.007666587829587
GMB,61.499998728434235,9.2,0.2451065929230293,4.177098113333333,1.0512915466666668,25.640150703333333,49.471219999999995,,53.1686668395996,759.2439679788813,3.48280219450921,,600.4662918248999,60.54333333333333,,,,2.4,0.7771884305247273,119.90654373333332,51.833333333333336,77.53175608317056,10.3448275862069,38.28933333333334,6.0,4.8,9.490666707356773
GNB,30.13939030965173,,0.17143865114550635,8.108376980000001,0.5394412866666666,67.86357880000001,43.21892,,66.99233500162764,767.2249597245894,0.9059504116899001,34.8,532.4563296378487,72.89333333333333,,,,2.39,1.5722443865662532,81.52468497333335,80.56666666666666,,13.725490196078402,56.362,6.0,7.066666666666666,6.017999807993571
GNQ,66.55098215738933,,4.26774473369132,3.1105918900000002,0.6494936766666667,77.73228454666666,40.880750000000006,,50.94966634114579,8922.366095700674,-9.039447077730786,,4314.026778089853,63.13333333333333,,,,2.32,1.2325367077460834,45.39025221,82.10000000000001,,20.666666666666668,27.534333333333336,6.0,8.033333333333333,8.660666465759277
GRC,100.0,5.5,5.750132179969469,7.878180186666667,3.8852330866666667,50.55849202666667,68.08593,,42.60400009155273,19341.501994501934,1.8988950862281666,33.03333333333333,13070.520128985467,68.59666666666668,97.3940963745117,98.5070495605469,97.9359512329102,3.2,2.681016809231203,114.1886288,4.2,96.87776438395183,20.000000000000032,20.721999999999998,2.0,5.1,17.969999949137364
GRD,92.84731038411458,,2.92134018589945,4.83565108,1.9908572066666668,58.69264094,53.42143000000001,,,10711.9578572666,1.3934194987560875,,,,,,,,,104.6620167,16.533333333333335,123.00122833252,46.66666666666671,63.645333333333326,6.0,0.5666666666666667,
GRL,100.0,,,,,,,42.499490102132164,,53685.929383682866,1.5655495455513144,,18359.120229412267,,,,,,,108.70931096666668,,,,13.026666666666666,,,
GTM,95.30441538492845,,1.14888006223359,6.1824582433333335,2.326289733333333,61.24144999333333,62.57474333333332,24.0180892944336,59.69533411661783,4585.23151063322,2.0663769093447235,,3638.9733089010265,64.61999999999999,76.7233810424805,85.341178894043,80.810676574707,2.41,0.44075876064614966,118.70769543333334,24.8,79.31701405843097,17.1360759493671,48.68933333333334,9.0,5.933333333333334,2.22000002861023
GUM,100.0,,,,,,,,59.0843340555827,37545.94962837963,0.5322008012099533,,20523.9329477389,70.59666666666666,,,,,,,,,,5.16733333333334,,,5.529666582743331
GUY,91.67663065592446,,3.5355103590761896,4.921966076666666,2.937842213333333,37.46240107,55.52583666666666,,46.62733332316076,6454.94727857851,4.541339795702279,,,58.61333333333334,,,,2.36,1.6005591964755734,99.39113349,29.599999999999998,,31.8840579710145,73.33866666666667,3.0,40.03333333333333,14.001333236694366
HIC,99.98398678225828,,9.923514379577306,12.4247455355147,7.686083335947527,38.163158698484374,74.23175468926553,,57.873891213223665,44706.9945416824,1.5344086390523166,,25115.587952648333,73.74708573878824,,,,3.47903846153846,2.3736379347437433,122.05228296407934,5.0,98.74221547444664,28.6784776542585,18.967364135130765,5.621468926553674,13.396187410884634,4.87250457316295
HKG,100.0,,,,,,85.23902666666667,63.9573402404785,59.002333323160805,48416.56463251903,-0.9259072038714798,,30926.90111956823,72.26666666666667,,,,3.92,,282.33304073333335,,105.986577351888,,0.0,8.0,,2.8933333555857335
HND,91.26666514078777,,1.04849446132052,7.262251849999999,2.8456679166666667,58.06163279,56.16893666666667,27.650820414225297,60.63033294677734,2553.0121483815897,1.3644956442429172,48.43333333333334,1997.1536015288732,70.95666666666666,88.24298350016272,87.87896982828777,88.07336680094399,2.6,1.61829680088662,78.0951718,17.0,,21.09375,42.48133333333334,8.0,2.0666666666666664,5.683333237965904
HPC,44.728239430041775,,0.28522092625337697,4.61918780551512,1.4091473673563069,47.243820133341266,49.270860000000035,,65.77317246904687,992.3234887931957,1.3029814175181467,,702.6690342518292,70.2316126702758,55.34658686319987,69.44094594319664,62.297757466634096,2.41542857142857,1.19643452062269,70.57333609029543,67.12262143478189,68.17064412434901,24.098497189975664,63.676345630716405,5.094017094017097,6.239982574845883,4.6995839020455765
HRV,100.0,10.1,4.04888344460896,6.913846969999999,5.6754476233333335,17.89426549,73.39884666666667,,47.43633270263674,15283.697968066534,3.9791619308913773,29.166666666666668,8104.805408374784,66.85333333333334,,,,3.1,1.6240995770265467,106.28936483333332,4.633333333333334,94.636962890625,19.867549668874165,42.85633333333334,5.0,16.4,7.223333358764646
HTI,45.647604624430336,,0.29510515662819664,4.6769739800000005,0.53319619,48.91221619,39.76960333333333,,56.74933369954426,1368.2956996740068,-1.8102552704571864,,1458.6138792814234,68.84666666666668,,,,2.11,0.0014297422696257134,60.29342323333333,62.833333333333336,,2.54237288135593,44.11266666666666,2.0,9.633333333333333,13.8966665267944
HUN,100.0,4.7,4.7465971395682764,6.41541545,4.39571969,31.492623013333333,73.35710333333334,,54.972999572753935,16632.897440033335,4.898648076628733,29.866666666666664,7504.110749008363,72.35666666666667,,,,3.42,1.20847132529922,105.19612406666666,4.133333333333334,96.68706512451173,12.5628140703518,28.453666666666667,9.0,16.966666666666665,3.516666730244957
IBD,98.13909536584602,,4.448400353287814,5.462121561955183,2.94446304543168,46.01029219376327,64.65224112745096,,56.30246466346327,6445.104640180017,3.4421261658660103,,3261.1928178606336,65.20688866407876,86.07316843668616,92.43098958333333,89.265869140625,2.76864406779661,1.84868279200599,110.96519983205133,22.289884149410568,95.15614318847656,23.355717436238336,44.574821272160364,5.534313725490197,9.271135548620206,5.651181421439653
