country_code,Access to electricity (% of population),Bribery incidence (% of firms experiencing at least one bribe payment request),CO2 emissions (metric tons per capita),Current health expenditure (% of GDP),Domestic general government health expenditure (% of GDP),Domestic private health expenditure (% of current health expenditure),Ease of doing business score (0 = lowest performance to 100 = best performance),"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP per capita (current US$),GDP per capita growth (annual %),Gini index,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Rural population (% of total population),Strength of legal rights index (0=weak to 12=strong),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
SVK,100.0,2.4,5.818489328253,6.874111973333332,5.426812806666667,21.050795233333332,75.53861333333333,87.7261072794596,56.1319999694824,19332.3578252405,2.8613216942181467,23.8,10101.579229427116,72.63333333333334,,,,3.03,1.55239744753232,134.66512873333332,5.833333333333333,94.21054840087886,20.0,46.272,7.0,12.133333333333333,6.013333320617677
SVN,100.0,1.8,6.602919211489113,8.442377729999999,6.11084318,27.61678886333333,76.48307333333334,82.9429702758789,55.59233347574874,26000.9219680555,3.03758972946788,24.46666666666667,12713.2679057758,75.13333333333333,,,,3.31,1.0309794579733211,120.1223575,2.3,98.16921742757161,26.666666666666668,45.27166666666667,3.0,19.133333333333336,4.669999917348227
SWE,100.0,,3.449689193406073,10.892016096666666,9.242002486666665,15.148687996666666,82.00052666666666,77.2551116943359,60.11766560872397,52822.63995837293,0.8959002539465356,29.53333333333333,24387.1513909012,83.07666666666667,,,,4.05,1.0767107597191634,127.86804986666668,2.7000000000000006,104.76540374755866,46.89589302769817,12.384333333333332,7.0,14.766666666666666,6.6733333269754995
SWZ,75.88488515218097,,0.824381095204764,6.939584413333333,3.4643999733333337,22.79104805333333,59.235076666666664,,39.3066660563151,3962.2656275342433,1.4778697071731768,,2451.1255155498666,54.64000000000001,88.5426864624023,88.2875823974609,88.4193801879883,,1.9360192213871834,102.4274255,49.4,90.55924224853516,7.2463768115942,76.07966666666667,4.0,29.099999999999998,22.821999867757167
SXM,100.0,,,,,,,,,28988.2592085877,-7.33312894472255,,,,,,,,,,,,,0.0,,,
SYC,100.0,,6.163629228250794,5.216583406666667,3.8134942833333336,26.773691813333333,61.637350000000005,,,17138.2364939272,2.190378442058127,32.1,,,96.3501968383789,95.4117584228516,95.8677062988281,,1.3502562837522767,193.53415256666668,14.366666666666667,99.8177083333332,21.2121212121212,43.023666666666664,2.0,8.133333333333333,
SYR,88.17947387695312,,1.5428929843708001,,,,41.80355333333333,,40.257667541503935,1265.60619039693,2.37767882977195,,550.3351271900216,46.77666666666667,,,,2.3,,109.41394573333334,22.599999999999998,,13.199999999999998,45.398666666666664,1.0,1.9666666666666668,8.766999880472818
TCA,100.0,,,,,,,,,30751.6233181459,3.9362101507536664,,,,,,,,,,,129.401412963867,,6.727333333333333,,,
TCD,8.971346537272145,27.4,0.14122682435528933,4.291402499999999,0.7351382566666667,64.11858622,36.844003333333326,,59.187667846679666,715.0770311459364,-0.08519729846930098,37.5,494.58220437040967,70.76666666666667,,,,2.42,2.2379248395387763,47.084466926666664,114.76666666666667,40.5602188110352,15.0053806833468,76.79433333333334,6.0,6.466666666666666,1.1253333489100168
TEA,98.38328819701216,,5.942635890646536,5.0191108354652165,2.7799821156845166,44.465887498987534,59.7892676190476,,65.91921639481485,8193.233262688538,5.38930647542439,,3443.8890777473935,74.37179991997867,94.2835159301758,97.5455144246419,95.92826843261717,2.81538461538462,1.62636000822025,125.06842622514365,15.196652170190502,98.18682352701825,21.121513417343266,43.79655438884237,7.0,6.839616474398326,3.8796746307901633
TEC,99.98555490120474,,7.233063116071549,5.513488651345536,3.544932768221633,35.5700948427805,73.24725954545454,,54.27265723751416,8976.106180904486,2.5592117702261366,,5140.817897582209,67.83769886630843,98.53202819824219,99.5291875203451,99.00227101643884,2.7647619047619,2.8661059761853664,129.1686224399913,10.955414421193666,98.82434336344404,22.611265036127936,33.55635645793166,7.848484848484847,14.993099668774866,6.747893000657702
TGO,51.575406392415324,,0.29309055271403467,5.84653854,0.9153565566666666,75.12005360666666,59.94918666666667,,55.76466623942059,896.075975047429,2.77203513774772,42.4,418.79500350472836,58.53666666666667,55.0514984130859,79.9916915893555,66.5370788574219,2.45,2.7519221951476,77.42537191999999,67.26666666666667,88.17343139648439,16.849816849816865,57.934000000000005,6.0,8.766666666666667,3.7223334312438965
THA,99.87333424886067,,3.7915174597551364,3.798912206666666,2.7071235166666674,28.611441293333332,79.90058333333333,34.6078770955404,66.74466451009117,7642.5720029194445,2.539847334997343,35.4,3372.06460081491,74.35000000000001,92.4285583496094,95.202392578125,93.7677612304688,3.41,1.3543298899948635,184.16659563333337,9.133333333333333,94.0810750325521,12.561517615176152,49.55566666666667,7.0,8.8,0.7366666793823241
TJK,99.52214050292964,11.1,0.9916649331400477,7.1500226666666675,1.9465399966666668,70.44790649666668,59.30746666666666,,38.123334248860665,878.102559370929,4.9062620736121865,,,41.693333333333335,,,,2.34,1.0529871909140665,115.2661549,33.63333333333333,,19.047619047619,72.74933333333334,7.666666666666667,4.266666666666667,7.04466660817464
TKM,99.93333435058594,,12.3373210360228,6.581366376666668,1.1868217433333332,81.74948628333334,,,44.5786666870117,7397.148467592367,4.614987312448279,,,61.21666666666667,,,,2.41,,158.6262748,42.53333333333333,,24.933333333333334,48.10366666666666,,5.7,4.256666819254556
TLA,97.95174489762103,,2.55097809000919,7.89131058782673,3.9335529183629334,49.85000303327613,59.1060391111111,,57.9163233498015,8593.008027645084,0.10106694900699136,,5652.3601679524,69.65682163446684,93.63272349039714,94.4874699910482,94.0483678181966,2.69285714285714,1.2102585789650633,104.15575751465268,16.873036922754434,98.23214213053387,28.174893854466365,19.189023285105666,4.96666666666667,6.09799467150664,8.01814166296929
TLS,88.99290211995442,,0.48000103935388966,7.309554736666667,4.1769881233333335,12.87814299,39.475883333333336,,64.2143325805664,1472.1885011506565,10.59983624793519,,811.1482354173044,67.47666666666667,64.2109375,71.8687210083008,68.0668334960938,,1.075496197896732,112.0836897,44.166666666666664,104.74753061930335,36.923076923076934,69.176,0.0,3.6666666666666665,4.58033339182536
TMN,96.33863457032494,,3.8347620504810265,5.915190754280668,2.76886680983597,52.51819946800729,53.235923611111104,,38.20787394622863,3583.9171694010097,-0.19983363195490286,,2431.275314064373,47.0155412877319,69.434331258138,82.50439453125004,75.97413126627605,2.51083333333333,2.9558314440565265,104.06736130315456,24.00364271262973,91.30164337158207,16.4915794074154,38.37731425376034,2.6111111111111103,4.103083501662456,10.890831335564066
TON,98.64419047037761,,1.53756379553855,5.005938686666666,2.99553529,13.877746903333334,61.47635333333333,,45.2683321634928,4848.90818298458,-0.6326075119268207,,,49.276666666666664,99.4750289916992,99.3509826660156,99.4143676757813,,,74.48676026666666,11.766666666666666,,7.407407407407409,76.885,10.0,3.8666666666666667,3.0646666685740134
TSA,93.60009885124187,,1.5196993381905468,3.075933852413897,0.9531390525062511,66.88664036270666,57.54206958333333,,47.36677297750873,1973.0477718511531,3.5074865039868364,,1169.8696524799334,53.798947305484496,64.3365147908529,80.63875834147137,72.71559143066403,2.51,2.50049117471081,86.28322937549376,40.89606919840244,90.16258239746098,18.339749861292898,65.7146177745559,5.5,11.1993942928233,5.053274611406157
TSS,46.86007234890156,,0.7439588880300017,4.99360313992333,2.0225055731095964,47.72329605530663,51.517515694444434,,62.619032899490264,1614.9016535134433,-0.06360181104570041,,1131.94419726762,68.34048210489607,58.69141642252607,72.13787587483728,65.32540130615233,2.44974358974359,1.01796260696906,80.50019847183903,76.35830290191082,69.74484761555989,24.07683734869923,59.46578567020186,5.14583333333333,6.997016981888284,6.568786842747791
TTO,100.0,,12.479513497160701,6.916565736666667,3.2351030533333334,53.155925749999994,61.204993333333334,,57.13199996948246,17128.47274928787,-0.732090280566004,,,68.63666666666667,,,,2.42,0.7012277355379251,150.71560466666668,17.366666666666664,,30.952380952381002,46.814,7.0,8.799999999999999,3.3936665852864603
TUN,99.93333435058594,,2.566535087549376,6.9126366,3.928553106666667,42.779788973333325,68.17896666666667,,39.74333190917966,3611.5956759461533,0.6186846835298834,,3067.9403011551935,51.53,,,,2.57,2.4141678415834167,126.772588,16.933333333333334,,25.49923195084483,30.849,3.0,3.266666666666667,15.240000089009598
TUR,100.0,1.4,4.837842836818283,4.270778973333333,3.320357166666667,22.260197956666662,76.27818666666667,42.1706085205078,46.2416648864746,9232.459592065623,0.1978783479975527,41.9,6972.583433414296,58.086666666666666,94.4240417480469,99.075309753418,96.7422103881836,3.15,2.6481833732472033,96.99188840666666,10.299999999999999,90.07377370198571,17.4496644295302,24.532333333333337,7.0,2.3666666666666667,12.743333498636867
TUV,99.48845926920573,,0.8617296560278377,22.319876986666667,17.058588983333333,2.7917329433333333,,,,4487.0022734910635,8.391114918538127,,,,,,,,,76.14038895,22.96666666666667,77.49990844726564,6.38888888888889,37.061,,,
TZA,36.78913243611654,,0.214120969146962,3.9363389000000004,1.5644019800000002,22.531158450000003,54.40536666666667,,81.99866739908857,1071.5361735026033,2.5979138945374967,40.5,619.866902669271,84.56333333333333,,,,,1.0302567259146533,80.55256679666667,51.03333333333333,66.73262278238933,36.990278593332064,65.74133333333333,5.0,4.266666666666667,2.21666661898295
UGA,41.50666554768876,,0.13396162310037332,3.8938682866666663,0.6109040366666667,41.81313451333333,59.449980000000004,,68.2786636352539,789.2574175370701,2.62875353094549,42.7,658.234420293414,71.01666666666667,70.8380584716797,82.6560134887695,76.5274963378906,2.58,1.5884092347146568,57.334579526666666,46.0,,34.6717388596947,75.83466666666668,5.0,4.533333333333333,1.9243332942326834
UKR,100.0,37.4,4.010983378739106,7.23902941,3.2832779100000002,53.87479909,69.83169,,51.5906677246094,3473.1581217447965,3.8679431999613203,26.433333333333337,1928.68884277344,66.62,,,,2.83,3.4124412690246433,129.6709112,8.466666666666667,,17.776960019031467,30.567333333333334,8.0,21.7,8.393333117167154
UMC,99.2851154114249,,6.394787613555997,5.801967091311414,3.2189128193726937,44.42602052717499,64.89600453333333,,61.9224354673996,9515.011776792448,3.7414256318887964,,4561.042956252986,72.63743232313223,94.23600769042967,96.93956502278648,95.58270772298177,2.71769230769231,1.7905409382241866,120.64298772334632,11.866666666666665,95.63149007161458,26.479617781891832,33.46511846037013,6.1866666666666665,8.936103373583746,5.926218463221656
URY,99.86666870117188,,1.8818704830161466,9.236739479999999,6.227425096666667,32.55963388666667,61.48271333333333,31.154116948445633,57.94566726684573,18026.630102609266,0.02972001256966893,39.7,,75.24666666666667,99.02608744303383,98.44441986083986,98.74818420410152,2.69,2.0845288789615997,130.26148976666664,6.8999999999999995,103.224647521973,19.528619528619533,4.604666666666667,4.0,21.2,8.700000127156576
USA,100.0,,14.856456288277867,16.740410486666665,8.507396376666668,49.180554709999996,83.85576999999999,89.8053588867188,59.79833348592126,64331.61753852584,2.0089093954071267,41.46666666666667,40991.4418057011,72.95333333333333,,,,3.89,3.3901363898142036,107.54999636666666,6.433333333333334,100.35693359375034,23.456684522473,17.608666666666664,11.0,15.966666666666669,3.7466667493184436
UZB,100.0,5.9,3.4546035700355335,5.512655736666667,2.2321164633333335,59.247066499999995,69.16998333333333,96.5006103515625,55.906333923339865,1721.6959895916,3.676610632166016,,2094.3697637344,65.21,99.99525451660156,99.99995676676433,99.99759419759117,2.58,3.5554825523167,91.31085062666666,15.133333333333335,104.75633494059234,16.0,49.552,6.0,8.200000000000001,5.84499994913737
VCT,100.0,,2.323440533793723,4.672001519999999,3.1182872466666667,32.07527605666667,57.05211333333333,,52.29133351643883,8161.15782270627,0.9352929197595369,,,74.23666666666666,,,,,,92.10519891333333,14.766666666666666,105.12580871582033,13.0434782608696,47.52466666666667,5.0,1.0,19.2466672261556
VEN,99.95494333902995,,4.151047966878493,5.22021389,2.7178734166666665,47.545087179999996,30.872056666666666,,51.53533299763999,,,,,63.23333333333333,,,,2.23,,67.11732072333334,24.2,,22.1556886227545,11.770666666666665,1.0,2.1333333333333333,5.071333408355713
VGB,100.0,,,,,,,,,,,,,,,,,,,132.45384370000002,,81.0965805053711,,52.01500000000001,,,
VIR,100.0,,,,,,,,45.14033381144204,37948.6414905551,2.7889197687752336,,24497.40702010113,71.89999999999999,,,,,,76.49792499,,,,4.205000000000006,,,12.454000155131032
VNM,99.60000101725261,,3.321920913843133,5.177933373333333,2.2314209933333333,55.93931961333334,69.36685666666666,31.9328708648682,74.19700113932294,3360.36873982349,6.134688766125571,35.7,,83.13000000000001,94.5656585693359,96.9906997680664,95.7538681030273,3.27,2.28456986005062,143.21633293333332,21.166666666666668,110.021209716797,26.7206477732794,63.60833333333333,8.0,7.533333333333334,1.7466666301091534
VUT,63.64496231079101,,0.7060234166787103,3.355690793333333,1.99153495,11.944663999999998,60.943000000000005,,68.06133270263673,3123.8004037473534,0.6324275403310937,32.3,1884.45887773235,70.56333333333333,86.7060928344727,88.3063507080078,87.5063095092773,,,87.59588868666667,25.833333333333332,89.7840194702148,0.0,74.646,11.0,18.033333333333335,1.80366667111715
WLD,89.86336704560586,,4.48315524133518,9.788805658794416,5.863960915050495,39.95416213338803,62.77737664921464,,57.27828050679164,11393.6774457047,1.7361218795322566,,6223.87426059322,66.52284506688899,82.92357126871742,89.8804448445638,86.40118153889973,2.86625,2.1750824832004736,106.193458637574,38.06666666666667,89.5558751424154,24.457028548226265,44.42575531009023,5.626527050610821,9.204533845023926,5.3678366637599995
WSM,99.46482340494794,,1.5076248095101166,6.066032883333333,4.398583333333334,11.409767786666668,62.071963333333336,,39.6736666361491,4277.747206213104,2.0388687103375336,,,46.50666666666666,99.2450408935547,98.9560928344727,99.0957717895508,,,45.40802290333334,17.533333333333335,107.50805409749334,10.0,81.88166666666667,9.0,12.6,8.49933338165283
XKX,100.0,3.2,,,,,72.47156,,,4405.42186894154,4.51051035265444,,3460.7879995681765,,,,,,0.8167408025798243,,,,,,11.0,,
YEM,69.16738382975261,,0.36744504123991034,,,,31.399623333333334,,32.241334279378236,753.085038560182,-1.135636474707648,,,39.32333333333333,,,,2.27,,52.72835882666667,61.53333333333333,,0.22148394241417468,62.93733333333333,0.0,5.833333333333333,13.085666656494167
ZAF,84.89999898274739,,7.51038359647992,9.025669096666666,5.260273296666667,40.61490758,66.91114,69.6973876953125,39.795333862304666,6751.5397141754665,-0.7597204682801509,,3999.4195807607534,60.07333333333333,94.5331726074219,95.5453720092773,95.0229721069336,3.38,0.9803587308071621,163.71018033333334,33.300000000000004,91.44782511393231,45.1477685696156,33.311,5.0,23.7,27.9499994913737
ZMB,42.10596338907877,9.6,0.4023077448103263,5.219040233333333,2.0737582833333335,16.35124842,66.52821999999999,,64.95999908447267,1375.4568109551135,-0.6182317894407067,,,75.18666666666667,83.0834426879883,90.6011810302734,86.7479629516602,2.53,1.2827371319409133,93.99528926333333,64.53333333333333,,17.9640718562874,56.11166666666666,11.0,7.566666666666666,12.350000381469734
ZWE,46.378532409668,,0.821122769299678,8.029064053333334,1.83315816,49.46581557333334,53.14956,,80.41533152262367,1296.04119293392,-3.860362549673097,50.3,871.631669056995,83.97666666666667,,,,2.12,0.8733323043883621,89.86981607666667,54.4,89.73759206136066,31.728395061728435,67.79033333333335,5.666666666666667,14.066666666666668,4.820666790008546
